Bridge ID,Road Type,Year Built,Number of Lanes,Avg Daily Traffic,Operational Status,Structure Material,Deck Material,Bridge Design,Number of Spans,Bridge Length,Road Width,Deck Width,Assessment,Structural improvement Needed,Lifetime
KNA209L11906188K01674,2,1927,2,1808,1,1,1,76,1,8.8,9.8,10.9,2,0,86
KNA209L11906350P00661,2,1927,2,288,4,1,1,86,3,122.8,6,7.4,7,1,89
KNA209L11906798A08936,2,1927,2,1035,1,1,1,76,1,11.3,8.1,9.8,4,1,89
KNA209L11906916H06692,2,1927,2,415,1,1,N,85,1,6.7,8.5,9.6,2,0,86
KNA209L11907474D07144,2,1927,2,3917,1,1,1,76,1,11.9,7,7.8,4,3,87
KNA209L11907474D07144,2,1927,2,4035,1,1,1,76,1,11.9,7,7.8,4,3,89
KNA209L11907531R00367,2,1927,2,7494,3,2,1,75,1,10.1,8.2,13.3,5,1,89
KNA209L11907783G04553,2,1927,2,5401,1,1,1,94,1,7.6,11.8,12.6,3,0,86
KNA209L11907837A02775,4,1927,2,100,3,1,N,86,1,11.3,6.1,7.5,6,3,87
KNA209L11907837A02775,4,1927,2,100,3,1,N,86,1,11.3,6.1,7.5,4,3,89
KNA209L11907839G05015,2,1927,2,2344,1,1,1,76,1,10.4,7.3,8.1,4,1,89
KNA209L11908203R01339,2,1927,2,4319,1,1,1,86,9,376.7,8.4,11.2,2,0,86
KNA209L11908219J07197,2,1927,2,12844,1,1,1,75,1,15.2,10.5,15.2,3,3,87
KNA209L11908464G08773,2,1927,2,3660,1,1,1,76,3,43.9,7.1,7.6,4,3,87
KNA209L11908496Y00956,4,1927,2,72,1,1,N,85,1,6.4,7.3,8.2,4,1,89
KNA209L11908734J08894,2,1927,2,10629,1,1,N,79,1,16.5,0,0,4,0,89
KNA209L11908787W05669,2,1927,2,2211,1,1,1,76,2,25.6,7.1,7.9,4,3,87
KNA209L11908787W05669,2,1927,2,1930,1,1,1,76,2,25.6,7.1,7.9,4,3,89
KNA209L11908974H09075,2,1927,2,5698,3,1,1,76,1,11.6,7.1,7.6,4,1,89
KNA209L11909512A04054,2,1927,2,794,1,1,1,75,2,38.4,6.9,7.9,4,1,89
KNA209L11909830T00098,2,1927,2,3146,1,1,1,76,1,10.7,7.6,8.6,4,3,89
KNA209L11909997U01563,4,1927,1,10,3,3,N,86,1,6.4,4.8,5.9,6,3,87
KNA225D94700212H05393,2,1925,2,1787,1,1,1,86,1,27.1,6.5,7.6,3,0,88
KNA225D94700284A02499,2,1925,2,164,1,1,N,85,1,6.7,5.7,6.4,3,0,86
KNA225D94700284A02499,2,1925,2,107,1,1,N,85,1,6.7,5.7,6.4,3,0,88
KNA225D94700307N06056,2,1925,2,2566,1,1,1,76,1,7,11.3,12.5,3,1,86
KNA225D94700307N06056,2,1925,2,2009,1,1,1,76,1,7,11.3,12.5,4,1,91
KNA225D94700453Z08515,4,1925,2,42,3,1,1,75,2,14,6,6.6,4,3,86
KNA225D94700460L00319,2,1925,4,10092,1,1,N,86,1,28.7,17.4,20.1,3,0,88
KNA225D94700556C05142,2,1925,2,2789,1,1,1,75,1,8.8,7.9,8.8,4,1,86
KNA225D94700556C05142,2,1925,2,2655,1,1,1,75,1,8.8,7.9,8.8,4,1,91
KNA225D94700641O04057,2,1925,2,15146,1,1,1,76,1,7.3,10.7,11.6,4,3,86
KNA225D94700689W08430,2,1925,2,139,1,1,1,76,1,11,5.2,6.2,3,3,89
KNA225D94700691Z03399,2,1925,2,3417,1,1,1,76,1,11.9,11.6,15.2,4,1,86
KNA225D94700697Z03291,2,1925,2,2755,1,1,1,76,1,8.8,11.4,13.4,3,1,86
KNA225D94700707U01966,2,1925,2,5111,1,1,1,76,1,8.5,11.3,12.7,3,0,88
KNA225D94700734E09733,2,1925,2,275,1,1,1,75,4,53.3,5.9,6.7,3,0,86
KNA225D94700813C02935,4,1925,2,4300,4,1,N,88,3,101.8,15.2,22.1,7,1,86
KNA225D94700891V06616,2,1925,2,3928,1,1,1,74,1,34.1,9.4,10.5,3,3,89
KNA225D94700902K00913,2,1925,2,4807,1,1,N,86,1,16.8,9.1,14.9,3,1,86
KNA225D94700997H04811,2,1925,2,1889,1,1,1,76,1,10.4,7.3,8.3,4,1,86
KNA225D94701001J08634,2,1925,2,1506,1,1,1,76,2,15.5,6.9,8,4,3,91
KNA225D94701064H07941,4,1925,1,365,3,1,1,76,1,13.7,5.4,6.3,4,3,89
KNA225D94701201O04468,4,1925,1,50,3,1,1,75,1,10.7,4.2,4.9,4,3,86
KNA225D94701332Z06897,2,1925,2,364,1,1,1,76,1,13.1,7,7.9,3,3,86
KNA225D94701332Z06897,2,1925,2,237,1,1,1,76,1,13.1,7,7.9,3,3,89
KNA225D94701419C04270,2,1925,2,1292,1,1,1,76,1,14.3,9.6,11.4,3,1,86
KNA225D94701521M04348,2,1925,2,906,1,1,1,76,2,17.4,7,7.9,3,0,86
KNA225D94701578A06877,4,1925,1,100,3,2,3,88,3,22.9,4.3,5.7,4,3,89
KNA225D94701607S06316,2,1925,2,1211,1,1,1,75,1,12.2,5.6,6.3,4,3,86
KNA225D94701607S06316,2,1925,2,1244,1,1,1,75,1,12.2,5.6,6.3,4,3,89
KNA225D94701617N02854,2,1925,2,2227,1,1,1,76,1,6.7,8.5,10.2,4,3,89
KNA225D94701696I00152,2,1925,2,1954,1,1,N,79,1,7.3,0,0,5,0,91
KNA225D94701743B05930,2,1925,2,1473,1,1,1,76,2,20.4,7.2,7.6,4,3,89
KNA225D94701751E02051,4,1925,1,25,3,2,1,75,1,13.7,4.5,4.8,4,1,86
KNA225D94702076B07141,2,1925,2,108,3,1,1,76,1,10.4,5.5,6.1,4,3,89
KNA225D94702131P05093,4,1925,1,205,3,1,1,99,1,13.4,4.6,5.8,6,3,89
KNA225D94702175R07065,2,1925,2,1175,1,1,N,75,1,7,5.7,6.9,3,3,86
KNA225D94702175R07065,2,1925,2,1144,1,1,N,75,1,7,5.7,6.9,3,3,89
KNA225D94702418U08044,2,1925,2,1723,1,1,1,75,2,36.6,6.9,8,4,1,86
KNA225D94702450C07363,2,1925,2,16255,1,2,1,75,11,417.9,13.9,15.9,3,0,88
KNA225D94702458Z05160,2,1925,2,3196,1,1,1,76,2,17.7,8.5,9.6,3,3,89
KNA225D94702614G05544,4,1925,2,3750,1,1,1,76,2,29.9,7.4,8.1,3,3,86
KNA225D94702664H03047,4,1925,2,500,1,3,N,81,2,7.9,13.9,15.1,4,3,86
KNA225D94702664H03047,4,1925,2,500,1,3,N,81,2,7.9,13.9,15.1,4,3,91
KNA225D94702740R06735,2,1925,2,1901,2,1,1,76,2,19.2,7.1,9.1,6,3,86
KNA225D94702799T07499,4,1925,2,125,1,1,N,76,2,24.4,6.8,7.8,3,1,86
KNA225D94702803O01652,2,1925,2,4043,1,3,1,99,17,410,11,15.5,3,1,86
KNA225D94702871I09932,2,1925,2,1352,1,2,2,75,1,9.8,5.8,6.8,3,1,86
KNA225D94703198O09752,2,1925,2,772,1,1,1,76,1,10.7,5.4,6.1,5,3,86
KNA225D94703213Y00774,2,1925,2,11208,3,2,1,88,1,21.3,7.9,13.7,4,3,86
KNA225D94703265I00054,4,1925,2,7296,1,2,1,88,2,35.7,11,18.2,4,1,86
KNA225D94703364T07458,2,1925,2,1159,1,1,1,76,1,12.5,9.4,10.4,4,3,86
KNA225D94703364T07458,2,1925,2,1168,1,1,1,76,1,12.5,9.4,10.4,4,3,89
KNA225D94703445Q03513,3,1925,2,500,3,1,1,76,1,12.8,7.1,7.9,4,3,86
KNA225D94703445Q03513,3,1925,2,500,3,1,1,76,1,12.8,7.1,7.9,4,3,89
KNA225D94703526Z00357,4,1925,2,250,3,2,1,75,1,7.3,5.3,5.9,3,3,86
KNA225D94703526Z00357,4,1925,2,250,3,2,1,75,1,7.3,5.3,5.9,3,3,89
KNA225D94703557V00355,2,1925,2,4464,1,1,N,79,1,7.3,0,0,3,0,86
KNA225D94703578F05935,4,1925,1,310,1,1,1,75,2,21.6,4.4,5.3,3,1,86
KNA225D94703765B06641,2,1925,2,3418,1,1,1,76,1,7,10.3,11.2,3,1,86
KNA225D94703767W08795,2,1925,2,4019,1,1,N,86,2,50,7.3,11.8,3,1,86
KNA225D94703767W08795,2,1925,2,3947,1,1,N,86,2,50,7.3,11.8,4,1,91
KNA225D94703894J05753,2,1925,2,5118,3,1,1,76,2,18.6,8.2,12.2,5,1,91
KNA225D94704039K04275,2,1925,2,2181,3,1,1,76,1,14.3,7.9,8.5,4,3,86
KNA225D94704039K04275,2,1925,2,2187,3,1,1,76,1,14.3,7.9,8.5,4,3,89
KNA225D94704059Q07377,4,1925,2,135,3,2,3,88,2,43.3,5.5,5.9,5,1,86
KNA225D94704059Q07377,4,1925,2,135,3,2,3,88,2,43.3,5.5,5.9,5,1,91
KNA225D94704102Z02059,4,1925,2,25,1,2,2,75,1,10.7,5.5,5.9,4,1,86
KNA225D94704102Z02059,4,1925,2,25,1,2,2,75,1,10.7,5.5,5.9,4,1,91
KNA225D94704202B00714,2,1925,2,3112,1,1,1,76,1,7,7.4,8,4,3,86
KNA225D94704271W01412,2,1925,2,1018,1,1,N,85,2,11.6,7.2,7.9,4,3,86
KNA225D94704271W01412,2,1925,2,1181,1,1,N,85,2,11.6,7.2,7.9,4,3,89
KNA225D94704271W01412,2,1925,2,1152,1,1,N,85,2,11.6,7.2,7.9,4,3,91
KNA225D94704310Q04416,2,1925,2,4297,1,1,N,85,1,6.7,11,15.3,4,3,89
KNA225D94704310Q04416,2,1925,2,4231,1,1,N,85,1,6.7,11,15.3,4,3,91
KNA225D94704348E05558,2,1925,2,1129,1,1,N,79,1,6.1,0,0,4,0,91
KNA225D94704474R07518,2,1925,2,66,3,1,N,85,1,8.2,5.5,6.1,5,3,86
KNA225D94704474R07518,2,1925,2,91,3,1,N,85,1,8.2,5.5,6.1,5,3,89
KNA225D94704474R07518,2,1925,2,90,3,1,N,85,1,8.2,5.5,6.1,5,3,91
KNA225D94704499H06216,4,1925,1,200,1,1,N,86,1,9.1,3.9,5.1,3,1,86
KNA225D94704541S05498,4,1925,1,50,1,2,2,75,1,20.1,4,4.5,4,0,86
KNA225D94704613Z04575,2,1925,2,477,1,1,N,86,1,31.4,7,8.3,4,1,86
KNA225D94704946X00338,2,1925,2,3046,3,1,1,76,2,20.4,7.1,7.9,4,3,89
KNA225D94704956L05372,4,1925,1,50,2,2,3,75,1,18.9,3.6,3.8,5,1,86
KNA225D94704971T08560,2,1925,2,1138,1,1,1,76,1,6.7,9.9,10.8,4,1,91
KNA225D94705181I04949,2,1925,2,1626,1,1,1,85,2,12.5,11.6,12.6,3,1,86
KNA225D94705257V09410,2,1925,4,8605,1,1,N,86,1,8.5,17.1,20.6,4,3,86
KNA225D94705257V09410,2,1925,4,6485,1,1,N,86,1,8.5,17.1,20.6,3,3,89
KNA225D94705292C02972,4,1925,2,1569,3,1,1,99,1,14.9,9.4,10.2,5,3,86
KNA225D94705292C02972,4,1925,2,1569,3,1,1,99,1,14.9,9.4,10.2,5,3,89
KNA225D94705292C02972,4,1925,2,1569,3,1,1,99,1,14.9,9.4,10.2,5,3,91
KNA225D94705357Q06035,4,1925,1,0,4,2,1,89,1,14,4.8,4.8,7,3,91
KNA225D94705400N05765,5,1925,1,0,4,2,2,75,1,13.4,3.9,4.3,7,3,91
KNA225D94705423N04551,2,1925,2,470,1,1,1,76,1,13.4,6.7,8,5,1,86
KNA225D94705460Y05077,4,1925,1,20,1,2,1,75,2,9.1,4.6,4.8,4,3,89
KNA225D94705460Y05077,4,1925,1,20,1,2,1,75,2,9.1,4.6,4.8,4,3,91
KNA225D94705591I01667,4,1925,5,12000,1,1,1,75,1,11.3,18.4,24.9,3,0,88
KNA225D94705594C06072,2,1925,1,394,3,2,2,75,1,10.1,3.9,5.4,6,3,86
KNA225D94705800I01671,4,1925,2,1750,3,2,1,75,1,16.5,7.3,9.7,5,1,86
KNA225D94705839C01650,4,1925,1,50,4,2,1,75,1,7.9,4.1,4.8,7,1,91
KNA225D94705912U06872,2,1925,2,3821,1,1,1,75,1,15.5,10.4,11.5,4,3,86
KNA225D94705912U06872,2,1925,2,3142,1,1,1,75,1,15.5,10.4,11.5,4,3,89
KNA225D94706178E07267,4,1925,2,500,1,1,1,75,2,14.3,8.9,9.7,4,1,86
KNA225D94706178E07267,4,1925,2,500,1,1,1,75,2,14.3,8.9,9.7,4,1,91
KNA225D94706421I09240,4,1925,2,11,1,1,1,76,1,8.2,4.9,5.5,3,3,89
KNA225D94706546U01748,2,1925,1,909,1,1,1,76,1,11.6,4.8,5.7,3,3,86
KNA225D94706546U01748,2,1925,1,911,1,1,1,76,1,11.6,4.8,5.7,3,3,89
KNA225D94706602O05793,2,1925,4,5846,1,1,N,79,1,12.2,0,0,3,0,86
KNA225D94706602O05793,2,1925,4,6877,1,1,N,79,1,12.2,0,0,3,0,88
KNA225D94706740B03941,4,1925,2,150,1,1,1,76,1,15.5,5.8,6.9,3,1,86
KNA225D94706756A03394,2,1925,2,6039,1,1,1,76,1,8.2,6.9,7.6,5,3,86
KNA225D94706819J03369,4,1925,1,100,3,2,2,89,1,17.1,4.7,5.1,6,3,86
KNA225D94706819J03369,4,1925,1,100,3,2,2,89,1,17.1,4.7,5.1,6,3,89
KNA225D94706819J03369,4,1925,1,100,3,2,2,89,1,17.1,4.7,5.1,6,3,91
KNA225D94706900I08912,4,1925,1,100,1,1,1,76,2,31.7,5.2,6.1,3,1,86
KNA225D94706983R02560,2,1925,2,1142,1,1,1,76,1,10.7,6.9,7.9,4,3,86
KNA225D94707011E09079,2,1925,2,376,1,1,1,76,1,11,6.9,7.9,4,3,86
KNA225D94707011E09079,2,1925,2,386,1,1,1,76,1,11,6.9,7.9,4,3,91
KNA225D94707224Z04497,2,1925,2,1035,1,2,1,75,1,11.3,7.3,8.4,2,1,86
KNA225D94707368S08235,4,1925,1,50,3,2,3,89,1,13.1,3.3,3.7,6,3,91
KNA225D94707485U01876,2,1925,2,1227,1,1,N,86,1,9.1,6.9,7.6,3,3,86
KNA225D94707559K03652,2,1925,2,7639,1,2,2,75,1,22.9,6.7,8.9,4,1,86
KNA225D94707629N02542,2,1925,2,6450,1,1,1,86,1,19.2,7.2,9.7,4,1,86
KNA225D94707667C03912,2,1925,2,2287,3,1,N,86,1,13.7,5.5,6.4,4,1,91
KNA225D94708353K04031,4,1925,1,732,1,1,1,76,1,11.6,4.1,5,3,1,86
KNA225D94708436B07596,2,1925,2,167,1,1,1,76,3,36,7.1,7.9,4,3,89
KNA225D94708436B07596,2,1925,2,153,1,1,1,76,3,36,7.1,7.9,4,3,91
KNA225D94708475G08130,4,1925,2,1514,1,1,1,76,1,9.1,6.7,7.9,4,3,89
KNA225D94708475G08130,4,1925,2,1514,1,1,1,76,1,9.1,6.7,7.9,4,3,91
KNA225D94708497H09777,3,1925,2,6908,3,2,1,89,6,257.6,7.3,8,5,1,86
KNA225D94708958L07311,2,1925,2,1603,1,1,1,76,1,11.9,7.1,7.9,4,3,86
KNA225D94708958L07311,2,1925,2,1579,1,1,1,76,1,11.9,7.1,7.9,4,3,89
KNA225D94709039O05575,2,1925,2,1626,1,1,1,85,2,12.8,11.6,13.4,3,1,86
KNA225D94709142O02695,2,1925,2,384,1,3,N,86,1,7.3,5.5,6.6,3,3,86
KNA225D94709142O02695,2,1925,2,387,1,3,N,86,1,7.3,5.5,6.6,3,3,89
KNA225D94709148Q01669,4,1925,1,20,3,2,2,89,1,11.9,2.9,3,4,3,86
KNA225D94709190T08650,4,1925,2,415,1,1,1,75,2,23.8,5.8,6.9,3,1,86
KNA225D94709297N02573,2,1925,4,8558,1,1,1,76,2,25.9,15.2,19.2,4,1,86
KNA225D94709297N02573,2,1925,4,17109,1,1,1,76,2,25.9,15.2,19.2,4,1,91
KNA225D94709386V08340,2,1925,2,3127,1,1,1,76,1,12.2,11.5,12.6,5,1,86
KNA225D94709406R01252,2,1925,2,5813,1,1,N,86,1,18.3,6.7,8.5,3,1,86
KNA225D94709490I03192,4,1925,2,800,3,1,1,75,2,15.2,6,6.9,5,0,86
KNA225D94709490I03192,4,1925,2,800,3,1,1,75,2,15.2,6,6.9,5,0,91
KNA225D94709492Z02747,4,1925,2,600,1,1,2,75,1,8.5,5.2,5.4,6,1,86
KNA225D94709577C03670,2,1925,2,4730,1,1,1,75,1,8.5,5.5,6.1,3,1,86
KNA225D94709595Q01494,4,1925,1,100,1,1,1,76,1,11.6,5,5.8,4,1,86
KNA225D94709595Q01494,4,1925,1,100,1,1,1,76,1,11.6,5,5.8,4,1,91
KNA225D94709736Y06937,2,1925,2,7390,1,2,1,89,5,444.1,7.3,7.6,4,3,86
KNA225D94709748W07943,2,1925,2,6039,1,1,1,76,1,14.6,7.1,7.6,4,3,86
KNA225D94709827S07730,2,1925,2,3520,1,1,1,76,1,7,12.3,13.6,4,1,86
KNA251E27000199C06897,2,1970,2,12206,1,2,1,75,1,57.9,12,13.2,3,0,43
KNA251E27000238W05649,4,1970,2,1500,1,1,1,74,1,15.5,8.6,11.3,4,0,46
KNA251E27000329G08967,4,1970,2,700,1,1,3,74,2,21.9,9.9,13.6,4,1,46
KNA251E27000336M02438,1,1970,2,14927,1,1,1,94,3,46.9,12,13.2,3,0,40
KNA251E27000356G00561,4,1970,2,1140,1,1,1,74,2,46.3,8.8,9.8,4,0,46
KNA251E27000419S04435,2,1970,2,7840,1,1,1,75,4,88.1,8.9,19.5,3,0,43
KNA251E27000426M01761,1,1970,1,36036,1,2,1,75,3,64.6,6.9,8.1,3,1,40
KNA251E27000433P05613,4,1970,4,7000,1,1,1,74,1,14.3,13.6,17.1,5,1,46
KNA251E27000450T03259,2,1970,4,4132,1,2,1,75,4,193.9,16.5,20.3,4,0,46
KNA251E27000528N04330,1,1970,2,15928,1,1,1,75,3,50.6,12.2,13,2,0,43
KNA251E27000725F03579,2,1970,2,782,1,1,1,75,2,48.5,13.4,14.6,4,0,46
KNA251E27000838X02264,4,1970,2,250,3,2,2,75,1,11,7.6,8.3,4,0,46
KNA251E27000904A04611,1,1970,4,10644,1,1,1,74,3,95.4,19.1,20.8,3,1,40
KNA251E27000906A00197,4,1970,2,393,3,1,3,74,1,19.8,11,13.5,5,1,46
KNA251E27001101Q06311,2,1970,3,22511,1,2,1,75,9,250.9,15.4,16.6,3,1,39
KNA251E27001112D08036,2,1970,2,9155,1,1,1,75,3,79.9,9.6,10.8,5,1,46
KNA251E27001357F09874,4,1970,2,50,3,2,2,75,1,9.8,7.2,7.3,3,0,43
KNA251E27001357F09874,4,1970,2,50,3,2,2,75,1,9.8,7.2,7.3,4,0,46
KNA251E27001388R05951,4,1970,2,106,1,1,3,74,1,12.8,6.1,6.1,4,0,46
KNA251E27001444N05378,4,1970,2,10700,1,1,3,74,2,33.5,15.2,19.6,4,1,46
KNA251E27001512F06955,1,1970,2,6782,1,1,1,75,1,27.1,12.2,13.4,3,0,40
KNA251E27001572P01578,4,1970,2,75,1,2,3,75,1,7.3,5.5,5.8,4,3,46
KNA251E27001714F02737,2,1970,2,6585,1,1,1,75,4,55.2,17.1,18.3,2,1,45
KNA251E27001756H09643,1,1970,2,11945,1,1,1,94,3,41.5,12.2,13,3,1,40
KNA251E27001867Y05092,1,1970,2,13659,1,1,1,75,5,107.9,10.3,11.1,3,1,40
KNA251E27001912Z09862,2,1970,3,7245,1,2,1,75,1,78,22.3,23.2,2,3,45
KNA251E27001934B06810,2,1970,2,6048,1,1,1,75,4,75.3,13.4,14.6,2,0,43
KNA251E27001963R03919,1,1970,4,34537,1,1,1,94,3,42.7,23.7,25,3,1,40
KNA251E27002270B07298,1,1970,2,11898,1,1,1,75,3,44.5,11.4,13,3,1,40
KNA251E27002296K07633,1,1970,2,11898,1,1,1,94,3,46.9,12.5,13.6,3,1,40
KNA251E27002523B06078,1,1970,2,6334,1,1,1,75,3,34.4,12.2,13.4,3,0,40
KNA251E27002577N09549,1,1970,2,18024,1,1,1,94,3,46.9,12,13.2,3,0,40
KNA251E27002674F07853,2,1970,3,21321,1,1,1,94,3,57,14.2,15.4,3,0,43
KNA251E27002745C03236,2,1970,2,16644,1,1,1,75,3,57,12,13.2,3,0,43
KNA251E27002825D07243,1,1970,2,18091,1,1,1,85,3,28,11.9,13.2,3,1,40
KNA251E27002933G09668,1,1970,2,14168,1,1,1,94,1,10.4,12.6,13.5,2,0,43
KNA251E27002996O06735,1,1970,8,208978,1,1,1,94,1,20.4,40.1,42.2,4,1,46
KNA251E27003089I04764,2,1970,2,15765,1,1,1,75,3,69.5,12.2,13.4,4,1,46
KNA251E27003172A01690,4,1970,2,50,3,1,3,74,1,21.6,6.9,7.4,4,0,46
KNA251E27003209S04059,1,1970,1,35426,1,2,1,75,10,275.8,6.8,8.1,5,2,46
KNA251E27003412H05994,2,1970,2,6740,1,1,1,75,4,103.9,10.2,11.4,6,3,46
KNA251E27003489T06417,2,1970,2,2122,3,2,1,75,3,112.5,13.4,14.6,5,1,46
KNA251E27003860Z06873,4,1970,2,6900,1,2,1,88,1,31.1,9.1,13.4,4,0,46
KNA251E27003892X01731,2,1970,3,18581,1,1,1,85,3,34.1,16.7,17.7,2,1,45
KNA251E27004988D08954,4,1970,2,200,3,1,1,82,1,8.8,7.6,7.8,4,0,46
KNA251E27005001V04311,4,1970,1,108,3,2,2,75,1,13.7,3.5,4,5,1,46
KNA251E27005064E06843,4,1970,2,50,1,1,3,74,1,22.3,7.9,8.8,5,0,46
KNA251E27005071R07769,4,1970,2,200,3,1,3,74,1,18,11,12.7,5,0,46
KNA251E27005230B06963,4,1970,2,200,3,1,1,85,1,7,6.8,7.4,4,0,46
KNA251E27005260P08199,2,1970,2,5014,1,1,1,74,1,15.2,12.2,13.1,4,1,46
KNA251E27005310X01067,4,1970,2,50,3,1,3,74,1,19.2,6.9,7.5,5,3,46
KNA251E27005386S02446,2,1970,2,5277,1,1,1,94,4,68.3,12.2,13.6,3,0,43
KNA251E27005410R08068,2,1970,2,21673,1,2,1,75,1,51.5,12,13.2,3,0,43
KNA251E27005455R06669,4,1970,1,4,3,2,3,75,1,13.1,4.1,4.4,6,3,46
KNA251E27005857E09663,2,1970,2,16644,1,1,1,75,3,55.5,15.4,16.6,3,0,43
KNA251E27006570A03063,1,1970,2,14928,1,1,1,75,5,107.9,10.3,11.1,3,1,40
KNA251E27006730S02198,4,1970,1,50,3,2,3,75,1,15.5,4.3,4.3,4,3,46
KNA251E27006741I08168,2,1970,2,5214,1,1,1,75,3,64,12.6,13.4,3,0,43
KNA251E27006780R01865,1,1970,2,14243,1,2,1,75,3,96.9,12.2,13.5,3,1,40
KNA251E27006835X01258,2,1970,2,17313,1,1,1,75,3,73.8,11.7,13,3,0,43
KNA251E27006954B01935,1,1970,6,12519,1,1,1,94,3,54.3,30.3,31.9,3,1,40
KNA251E27007174I07649,1,1970,2,30987,1,1,1,74,1,55.2,11.9,13.1,3,1,40
KNA251E27007243T07448,1,1970,2,16393,1,1,1,75,3,59.1,11.9,13.1,3,0,43
KNA251E27007243T07448,1,1970,2,16214,1,1,1,75,3,59.1,11.9,13.1,2,0,45
KNA251E27007354Z01799,1,1970,4,10644,1,2,1,89,3,538.6,18.3,21.1,5,1,40
KNA251E27007366F00810,2,1970,4,2128,1,1,1,75,4,76.2,13.4,16.2,4,1,46
KNA251E27007507B02973,1,1970,2,14095,1,2,1,75,3,96.9,12.2,13.4,2,1,40
KNA251E27007608S07319,2,1970,4,5708,1,1,1,75,6,213.4,17.7,20,3,3,39
KNA251E27007862D01066,4,1970,2,300,3,1,N,74,1,18.9,8.2,8.7,5,0,46
KNA251E27008021R07699,2,1970,2,18029,1,1,1,85,3,34.7,11.7,13,2,1,45
KNA251E27008025N08867,2,1970,2,9142,1,1,1,94,4,58.5,13.4,14.6,2,0,45
KNA251E27008213F02251,1,1970,2,13822,1,2,1,75,3,96.9,12.2,13.4,2,1,45
KNA251E27008216X09440,1,1970,2,11898,1,1,1,94,3,41.5,11.9,13,2,1,40
KNA251E27008330F04371,2,1970,5,12329,1,1,N,79,1,7,0,0,2,0,45
KNA251E27008477Z09872,2,1970,4,18270,1,1,1,74,1,19.5,20.9,23.2,2,3,45
KNA251E27008570C04441,1,1970,1,30987,1,2,1,75,11,213.4,6.8,8.1,3,2,40
KNA251E27008751M07867,2,1970,4,18103,1,1,N,85,1,7.9,21.9,23.2,3,0,43
KNA251E27008769M02433,1,1970,2,14928,1,1,1,75,3,55.8,11.7,13,3,0,40
KNA251E27008919M00816,1,1970,2,11898,1,1,1,94,1,10.1,11.5,13,2,0,40
KNA251E27008938F09419,2,1970,1,5738,1,1,1,75,9,173.7,6.4,7.2,4,0,43
KNA251E27008938F09419,2,1970,1,3783,1,1,1,75,9,173.7,6.4,7.2,4,0,46
KNA251E27008972I02073,1,1970,2,6334,1,1,1,75,1,27.1,12.2,13.4,2,0,40
KNA251E27009050B05332,4,1970,2,35,3,2,2,75,1,7.6,5,5,6,3,46
KNA251E27009300Q02858,2,1970,2,1197,1,1,1,75,4,78.9,13.4,14.6,3,0,43
KNA251E27009587V09055,1,1970,2,11945,1,1,1,94,3,43.3,12.3,13.4,2,1,40
KNA251E27009767Q01541,2,1970,4,43976,1,1,1,94,1,17.1,25.3,26.5,2,0,45
KNA251E27009774A06532,4,1970,2,5000,3,2,1,75,1,18.9,11,13.7,5,1,46
KNA251E27009797X08732,1,1970,4,34537,1,1,1,94,3,43.6,23.8,25,3,1,40
KNA251E27009800C09975,1,1970,2,19137,1,1,1,85,3,28,11.9,13.2,3,1,40
KNA251E27009833A07563,4,1970,2,100,3,2,2,75,1,13.7,5.9,6.6,6,3,46
KNA251E27009856C08019,1,1970,1,36036,1,1,1,94,3,39,8.9,10.1,3,1,40
KNA271D59501095I01298,2,1992,2,9871,1,2,1,75,1,32.3,12.8,13.9,2,1,23
KNA271D59501338V07343,2,1992,3,10491,1,1,1,94,1,19.8,12.3,17.2,2,0,21
KNA271D59501338V07343,2,1992,3,10996,1,1,1,94,1,19.8,12.3,17.2,2,0,23
KNA271D59501523Q09556,2,1992,2,9871,1,2,1,75,7,521.2,15.2,16.3,2,1,23
KNA271D59502535G01769,2,1992,2,9871,1,2,1,75,3,87.8,12.8,13.9,2,1,23
KNA271D59502561G08946,1,1992,2,13051,1,1,1,75,1,29.6,12.2,13.3,2,0,21
KNA271D59502561G08946,1,1992,2,11661,1,1,1,75,1,29.6,12.2,13.3,2,0,23
KNA271D59502728D08540,2,1992,2,9934,1,2,1,75,2,43,10.5,12.9,2,0,23
KNA271D59502920U06691,2,1992,2,9871,1,2,1,75,1,67.1,12.8,13.9,2,1,23
KNA271D59503006M05359,1,1992,3,57897,1,2,1,75,3,125,23.2,23.9,2,1,23
KNA271D59503968V03960,4,1992,1,50,3,3,N,99,1,10.1,4.9,6.1,4,0,24
KNA271D59505339G07159,4,1992,2,100,1,1,3,74,1,13.7,8.8,9.8,5,0,24
KNA271D59505853W08710,2,1992,2,74,1,1,N,79,2,8.5,8,9.8,1,0,23
KNA271D59505916M08418,2,1992,2,9871,1,2,1,75,2,101.8,12.8,13.9,2,1,23
KNA271D59506223C09092,4,1992,2,100,1,1,3,74,1,30.5,6.8,7.9,5,0,24
KNA271D59506434Q05936,2,1992,2,9871,1,2,1,75,2,80.8,12.8,13.9,2,1,23
KNA271D59506815Y01269,2,1992,2,6288,1,2,1,75,2,107.3,14.8,15.7,2,0,23
KNA271D59507278H05365,2,1992,2,8995,1,2,1,75,2,111.3,12.2,13.3,2,0,23
KNA271D59507335I03999,2,1992,3,12509,1,1,N,79,1,9.8,17.4,18.6,2,0,23
KNA271D59507602P04963,2,1992,2,9871,1,2,1,75,1,37.2,12.8,13.9,2,1,23
